ITL,ITL code,Region name,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
ITL2,TLH3,Essex,"1,586,716","1,597,427","1,607,515","1,616,258","1,625,032","1,633,493","1,643,176","1,656,371","1,668,283","1,680,058","1,694,955","1,704,519","1,717,620","1,729,141","1,742,829","1,756,952","1,779,577","1,793,535","1,809,967","1,822,045","1,833,375","1,846,380","1,852,594","1,863,314","1,877,301"
ITL3,TLH31,Southend-on-Sea,"163,820","162,915","161,585","160,362","161,159","161,437","161,488","162,645","163,776","165,429","168,150","170,013","172,122","174,274","175,196","176,350","178,610","179,203","180,465","181,405","181,877","182,115","181,276","180,655","180,915"
ITL3,TLH32,Thurrock,"138,698","139,469","141,513","143,297","144,728","145,977","147,056","148,556","150,206","151,741","153,633","155,003","156,585","158,268","160,026","161,702","164,451","166,622","168,977","170,966","173,113","174,924","175,803","175,933","176,877"
ITL3,TLH34,Essex Haven Gateway,"415,147","419,379","423,696","427,300","429,645","432,840","436,418","441,523","445,191","448,541","452,242","453,209","456,709","459,190","462,561","465,455","471,003","475,681","480,232","483,922","486,582","489,605","492,341","497,276","503,526"
ITL3,TLH35,West Essex,"263,934","265,962","267,507","268,740","269,351","269,810","270,379","271,669","274,181","276,274","278,783","281,308","284,299","287,089","291,225","295,175","300,303","303,267","306,065","308,711","311,779","315,519","317,466","320,290","321,976"
ITL3,TLH36,Heart of Essex,"280,743","282,053","283,629","285,341","287,215","289,590","292,703","294,774","295,912","297,125","298,648","300,686","302,587","304,052","305,498","307,577","311,128","312,883","315,619","317,795","318,886","321,594","322,917","325,549","328,212"
ITL3,TLH37,Essex Thames Gateway,"324,374","327,649","329,585","331,218","332,934","333,839","335,132","337,204","339,017","340,948","343,499","344,300","345,318","346,268","348,323","350,693","354,082","355,879","358,609","359,246","361,138","362,623","362,791","363,611","365,795"
ITL1,TLI,London,"7,065,497","7,153,912","7,236,712","7,322,403","7,376,671","7,394,817","7,432,730","7,519,009","7,597,825","7,693,473","7,812,161","7,942,594","8,061,495","8,204,407","8,320,767","8,438,987","8,547,192","8,659,545","8,743,651","8,776,229","8,833,335","8,889,743","8,867,008","8,804,769","8,866,180"
ITL2,TLI3,Inner London - West,"933,846","958,349","986,415","1,016,570","1,030,085","1,035,984","1,045,466","1,066,247","1,068,573","1,070,541","1,070,347","1,078,732","1,083,175","1,095,487","1,100,641","1,104,481","1,105,738","1,110,629","1,108,547","1,104,033","1,104,525","1,104,241","1,093,830","1,081,421","1,100,688"
ITL3,TLI31,Camden and City of London,"189,631","196,584","203,188","209,926","211,252","211,369","214,459","218,219","218,286","219,127","217,702","220,396","222,063","227,499","227,161","228,885","228,662","228,700","228,761","226,710","226,080","225,901","223,099","219,657","228,896"
ITL3,TLI32,Westminster,"184,652","189,233","196,478","203,329","208,100","211,009","214,557","223,132","222,829","220,619","218,673","216,980","217,187","219,582","219,539","215,907","214,341","215,876","213,193","210,459","209,868","208,415","205,624","205,759","211,365"
ITL3,TLI33,Kensington & Chelsea and Hammersmith & Fulham,"298,598","308,312","319,054","331,573","335,816","336,778","337,835","341,667","339,920","339,355","339,667","342,009","341,305","340,696","341,679","342,879","342,837","343,395","340,180","337,371","337,508","335,367","331,429","327,576","331,392"
ITL3,TLI34,Wandsworth,"260,965","264,220","267,695","271,742","274,917","276,828","278,615","283,229","287,538","291,440","294,305","299,347","302,620","307,710","312,262","316,810","319,898","322,658","326,413","329,493","331,069","334,558","333,678","328,429","329,035"
ITL2,TLI4,Inner London - East,"1,765,363","1,792,367","1,818,534","1,842,805","1,860,838","1,862,579","1,870,446","1,890,801","1,921,097","1,960,223","2,008,567","2,055,661","2,096,253","2,145,615","2,179,491","2,218,849","2,251,633","2,288,411","2,318,264","2,328,482","2,349,065","2,364,397","2,352,890","2,329,886","2,355,487"
ITL3,TLI41,Hackney and Newham,"429,707","439,604","448,844","456,657","466,243","468,629","468,015","470,310","478,187","490,765","507,519","523,069","540,910","557,642","564,943","572,598","581,719","592,251","600,229","603,167","610,780","615,611","613,807","611,338","620,136"
ITL3,TLI42,Tower Hamlets,"187,909","193,507","197,133","201,090","207,031","208,651","211,154","213,382","218,400","225,251","231,893","240,495","248,520","256,012","261,936","270,294","277,060","282,674","289,011","293,526","300,050","305,066","306,780","312,715","325,789"
ITL3,TLI43,Haringey and Islington,"394,531","394,276","397,697","400,638","404,592","405,926","407,303","412,748","418,457","425,429","436,548","446,509","452,871","461,825","468,074","477,658","483,887","491,193","496,882","495,998","495,693","495,710","490,552","481,367","482,184"
ITL3,TLI44,Lewisham and Southwark,"489,373","498,163","504,832","511,048","509,931","507,178","509,712","516,741","525,529","533,814","543,481","551,538","556,302","565,655","574,089","583,924","590,771","599,412","605,529","608,564","613,619","618,497","616,224","606,775","610,566"
ITL3,TLI45,Lambeth,"263,843","266,817","270,028","273,372","273,041","272,195","274,262","277,620","280,524","284,964","289,126","294,050","297,650","304,481","310,449","314,375","318,196","322,881","326,613","327,227","328,923","329,513","325,527","317,691","316,812"
ITL2,TLI5,Outer London - East and North East,"1,540,391","1,549,708","1,558,421","1,567,762","1,580,804","1,589,139","1,595,479","1,609,236","1,626,375","1,647,144","1,675,638","1,704,071","1,735,699","1,768,285","1,792,986","1,818,652","1,848,215","1,879,025","1,903,053","1,915,435","1,929,180","1,942,897","1,940,867","1,935,127","1,937,632"
ITL3,TLI51,Bexley and Greenwich,"428,640","429,626","433,155","436,217","440,599","444,319","448,107","452,885","457,270","461,160","466,400","471,818","479,882","488,257","494,795","500,205","507,417","515,657","522,774","526,870","531,017","534,827","535,308","536,174","538,915"
ITL3,TLI52,Barking & Dagenham and Havering,"384,617","388,156","389,034","390,371","391,411","391,458","391,379","393,265","395,355","398,820","404,245","411,707","419,072","424,956","431,399","438,754","448,015","456,899","465,534","471,446","475,527","480,124","481,133","480,800","484,695"
ITL3,TLI53,Redbridge and Waltham Forest,"458,248","459,195","461,164","463,908","468,049","471,527","473,776","478,307","486,321","495,630","507,550","518,575","529,097","541,137","549,012","557,939","566,443","575,601","581,450","584,042","588,636","592,795","591,277","588,277","586,798"
ITL3,TLI54,Enfield,"268,886","272,731","275,068","277,266","280,745","281,835","282,217","284,779","287,429","291,534","297,443","301,971","307,648","313,935","317,780","321,754","326,340","330,868","333,295","333,077","334,000","335,151","333,149","329,876","327,224"
ITL2,TLI6,Outer London - South,"1,128,731","1,137,408","1,145,567","1,152,942","1,153,551","1,153,420","1,155,498","1,163,648","1,170,481","1,179,573","1,192,022","1,203,297","1,213,616","1,227,471","1,245,990","1,262,477","1,276,004","1,289,523","1,299,513","1,303,737","1,308,552","1,317,367","1,320,140","1,313,625","1,314,866"
ITL3,TLI61,Bromley,"291,697","294,902","295,317","296,218","296,668","297,253","297,307","299,421","300,963","302,625","304,968","306,924","308,560","310,554","314,663","318,582","321,800","325,653","327,701","329,134","330,367","331,192","331,247","329,899","329,578"
ITL3,TLI62,Croydon,"333,046","332,066","334,241","335,112","335,415","335,919","337,134","339,052","340,449","344,029","349,308","352,763","357,951","364,815","369,617","374,270","378,244","381,277","384,382","385,567","386,999","390,643","392,101","390,691","392,224"
ITL3,TLI63,"Merton, Kingston upon Thames and Sutton","503,988","510,440","516,009","521,612","521,468","520,248","521,057","525,175","529,069","532,919","537,746","543,610","547,105","552,102","561,710","569,625","575,960","582,593","587,430","589,036","591,186","595,532","596,792","593,035","593,064"
ITL2,TLI7,Outer London - West and North West,"1,697,166","1,716,080","1,727,775","1,742,324","1,751,393","1,753,695","1,765,841","1,789,077","1,811,299","1,835,992","1,865,587","1,900,833","1,932,752","1,967,549","2,001,659","2,034,528","2,065,602","2,091,957","2,114,274","2,124,542","2,142,013","2,160,841","2,159,281","2,144,710","2,157,507"
ITL3,TLI71,Barnet,"308,345","313,469","315,784","319,481","320,552","321,802","323,723","327,541","330,801","334,837","339,212","345,829","351,438","357,538","363,260","368,611","373,853","377,826","382,925","384,117","387,574","390,590","391,046","388,955","389,101"
ITL3,TLI72,Brent,"259,908","260,317","264,945","269,620","269,871","268,323","268,335","270,939","276,504","283,273","290,901","298,118","304,785","312,245","317,984","324,345","329,981","335,605","339,524","342,439","345,558","347,424","343,988","339,248","341,221"
ITL3,TLI73,Ealing,"296,274","302,252","304,370","307,276","309,242","308,108","310,073","312,774","315,329","318,671","324,022","329,966","334,073","339,314","344,834","350,650","354,660","359,144","362,163","362,670","364,208","367,284","367,936","366,762","369,937"
ITL3,TLI74,Harrow and Hillingdon,"450,249","452,962","455,025","455,660","459,399","461,782","464,958","472,539","478,019","483,336","490,618","499,160","506,916","515,998","525,063","533,000","541,843","549,319","554,768","557,350","562,124","567,706","568,741","566,266","571,866"
ITL3,TLI75,Hounslow and Richmond upon Thames,"382,390","387,080","387,651","390,287","392,329","393,680","398,752","405,284","410,646","415,875","420,834","427,760","435,540","442,454","450,518","457,922","465,265","470,063","474,894","477,966","482,549","487,837","487,570","483,479","485,382"
ITL1,TLJ,South East,"7,888,838","7,955,124","7,990,598","8,023,449","8,045,192","8,087,924","8,133,100","8,202,896","8,270,861","8,351,391","8,426,399","8,490,922","8,577,771","8,652,784","8,731,840","8,809,382","8,893,930","8,969,638","9,053,011","9,105,076","9,150,245","9,193,770","9,225,273","9,295,829","9,379,833"
ITL2,TLJ1,"Berkshire, Buckinghamshire and Oxfordshire","2,067,712","2,083,133","2,094,772","2,102,395","2,104,641","2,115,498","2,125,892","2,148,393","2,167,530","2,189,942","2,211,708","2,230,698","2,254,528","2,275,173","2,304,463","2,334,187","2,362,949","2,391,466","2,420,592","2,438,363","2,457,736","2,475,951","2,492,612","2,521,231","2,549,668"
ITL3,TLJ11,Berkshire,"795,782","796,786","800,668","803,280","801,321","801,706","803,833","811,837","820,084","830,314","840,928","848,612","857,570","863,937","876,112","887,207","897,767","909,113","920,301","926,825","934,602","940,145","945,073","951,031","958,803"
ITL3,TLJ12,Milton Keynes,"202,861","206,664","209,803","212,707","215,061","217,597","219,521","223,462","227,225","231,033","235,625","240,178","245,450","249,895","254,003","259,672","264,948","269,783","274,231","276,588","278,892","281,434","283,707","288,312","292,180"
ITL3,TLJ13,Buckinghamshire CC,"472,078","475,883","477,186","479,131","478,768","480,164","482,126","485,526","489,348","493,501","496,371","498,813","502,820","506,550","512,105","517,918","523,613","529,999","535,519","538,762","541,983","545,859","549,066","555,161","560,409"
ITL3,TLJ14,Oxfordshire CC,"596,991","603,800","607,115","607,277","609,491","616,031","620,412","627,568","630,873","635,094","638,784","643,095","648,688","654,791","662,243","669,390","676,621","682,571","690,541","696,188","702,259","708,513","714,766","726,727","738,276"
ITL2,TLJ2,"Surrey, East and West Sussex","2,512,816","2,542,247","2,549,741","2,558,218","2,563,405","2,574,651","2,585,983","2,603,961","2,627,332","2,653,974","2,676,436","2,695,658","2,722,104","2,744,447","2,766,941","2,790,609","2,814,540","2,834,923","2,857,233","2,868,837","2,878,969","2,889,145","2,894,279","2,914,357","2,935,561"
ITL3,TLJ21,Brighton and Hove,"246,816","248,008","248,791","249,949","249,743","249,846","249,847","252,863","255,564","258,161","262,019","265,584","269,495","272,952","274,051","275,494","275,999","277,351","279,796","279,500","281,250","279,920","278,496","276,454","277,965"
ITL3,TLJ22,East Sussex CC,"484,999","489,381","491,676","493,130","496,927","501,148","505,007","508,519","511,525","515,891","519,197","520,370","523,651","527,209","530,358","533,183","537,577","540,620","543,389","544,697","544,719","545,261","544,582","546,861","550,720"
ITL3,TLJ25,West Surrey,"694,769","704,690","705,275","706,810","706,242","708,136","708,986","713,668","721,277","728,876","733,072","738,794","746,616","752,986","758,887","766,239","772,481","778,109","783,630","784,943","785,155","788,806","790,933","797,765","803,251"
ITL3,TLJ26,East Surrey,"345,392","351,042","351,741","353,353","353,230","354,638","356,156","358,113","361,564","366,763","371,170","374,871","379,188","382,381","386,124","390,392","394,514","396,309","398,550","400,160","401,597","403,418","404,914","408,229","411,289"
ITL3,TLJ27,West Sussex (South West),"396,396","401,694","403,821","404,867","407,661","409,750","412,719","414,643","417,405","420,403","423,344","425,197","427,863","430,138","435,159","439,353","443,669","448,066","452,367","456,913","459,342","461,637","462,307","466,022","469,201"
ITL3,TLJ28,West Sussex (North East),"344,444","347,432","348,437","350,109","349,602","351,133","353,268","356,155","359,997","363,880","367,634","370,842","375,291","378,781","382,362","385,948","390,300","394,468","399,501","402,624","406,906","410,103","413,047","419,026","423,135"
ITL2,TLJ3,Hampshire and Isle of Wight,"1,756,246","1,766,641","1,772,932","1,781,938","1,787,916","1,797,570","1,808,382","1,823,227","1,832,887","1,843,860","1,856,723","1,869,067","1,886,496","1,901,813","1,914,030","1,923,481","1,936,277","1,950,196","1,966,660","1,976,517","1,981,860","1,985,982","1,990,047","2,001,786","2,018,711"
ITL3,TLJ31,Portsmouth,"189,119","187,768","187,820","188,043","188,476","190,283","193,483","196,318","195,964","194,907","196,036","198,983","202,700","205,433","205,729","205,905","206,200","207,873","209,951","210,965","211,215","210,412","209,142","207,119","208,420"
ITL3,TLJ32,Southampton,"215,530","216,057","217,273","219,539","220,459","221,989","223,589","226,655","226,698","227,223","228,447","230,017","233,085","235,870","238,097","239,484","241,230","244,666","248,662","250,492","250,803","249,428","248,679","247,672","252,689"
ITL3,TLJ34,Isle of Wight,"128,575","129,997","131,431","132,925","133,908","134,783","135,891","137,179","137,727","138,289","138,675","138,361","138,364","138,392","138,632","138,146","138,899","139,316","139,650","141,277","141,665","141,764","140,915","140,885","140,794"
ITL3,TLJ35,South Hampshire,"410,616","414,269","417,039","417,971","418,885","420,172","421,000","422,354","425,236","428,904","432,286","434,564","438,034","441,235","443,543","444,778","447,494","448,786","451,429","452,700","453,432","454,175","455,473","458,551","460,621"
ITL3,TLJ36,Central Hampshire,"491,448","493,853","494,744","496,104","498,432","500,603","502,957","505,663","508,558","512,597","516,088","519,449","523,276","526,317","528,822","532,509","536,305","540,269","543,671","546,088","548,523","551,324","554,274","561,488","566,400"
ITL3,TLJ37,North Hampshire,"320,958","324,697","324,625","327,356","327,756","329,740","331,462","335,058","338,704","341,940","345,191","347,693","351,037","354,566","359,207","362,659","366,149","369,286","373,297","374,995","376,222","378,879","381,564","386,071","389,787"
ITL2,TLJ4,Kent,"1,552,064","1,563,103","1,573,153","1,580,898","1,589,230","1,600,205","1,612,843","1,627,315","1,643,112","1,663,615","1,681,532","1,695,499","1,714,643","1,731,351","1,746,406","1,761,105","1,780,164","1,793,053","1,808,526","1,821,359","1,831,680","1,842,692","1,848,335","1,858,455","1,875,893"
ITL3,TLJ41,Medway,"245,341","246,383","248,474","249,704","250,262","251,159","251,459","252,098","253,478","255,824","258,224","260,230","262,738","264,885","268,144","271,084","273,977","276,037","277,504","278,652","278,827","279,852","280,364","279,903","282,702"
ITL3,TLJ43,Kent Thames Gateway,"297,228","299,699","302,307","304,870","306,023","307,928","310,074","313,390","316,316","320,459","325,060","328,484","332,393","335,694","339,762","343,728","349,191","353,506","357,912","361,761","365,944","371,029","373,302","375,920","380,409"
ITL3,TLJ44,East Kent,"456,628","459,955","462,253","463,122","466,246","471,072","476,187","480,203","483,464","488,777","492,453","494,510","500,195","504,919","507,154","510,269","514,540","516,602","520,253","522,054","522,980","523,294","522,853","523,878","525,949"
ITL3,TLJ45,Mid Kent,"236,052","238,013","240,010","242,140","244,715","246,882","249,506","252,762","256,766","261,027","264,279","267,288","270,714","274,169","277,648","281,158","285,249","288,692","292,280","296,164","299,675","302,282","304,703","309,918","316,038"
ITL3,TLJ46,West Kent,"316,815","319,053","320,109","321,062","321,984","323,164","325,617","328,862","333,088","337,528","341,516","344,987","348,603","351,684","353,698","354,866","357,207","358,216","360,577","362,728","364,254","366,235","367,113","368,836","370,795"
ITL1,TLK,South West,"4,849,464","4,880,958","4,917,074","4,943,364","4,976,129","5,006,653","5,038,284","5,086,121","5,119,840","5,170,537","5,205,044","5,226,821","5,261,270","5,300,831","5,336,343","5,374,783","5,422,159","5,471,487","5,526,982","5,574,666","5,609,701","5,642,792","5,661,990","5,712,822","5,764,881"
ITL2,TLK1,"Gloucestershire, Wiltshire and Bath/Bristol Area","2,135,312","2,152,018","2,163,917","2,172,668","2,183,968","2,198,596","2,214,993","2,239,866","2,258,006","2,281,871","2,300,348","2,315,353","2,332,984","2,352,437","2,370,976","2,393,009","2,417,029","2,444,946","2,474,843","2,496,656","2,516,124","2,533,794","2,547,050","2,565,460","2,592,503"
ITL3,TLK11,"Bristol, City of","389,398","390,985","390,446","390,049","389,735","391,454","395,743","405,407","408,428","411,901","414,822","418,990","423,044","428,074","433,264","438,984","443,834","451,790","459,588","463,113","467,026","469,920","471,851","471,285","479,024"
ITL3,TLK12,"Bath and North East Somerset, North Somerset and South Gloucestershire","590,256","595,441","601,025","603,983","607,292","610,860","614,587","619,197","623,490","628,773","632,388","634,801","638,705","642,046","646,804","653,313","658,522","665,303","673,975","678,974","685,568","690,279","695,006","700,690","709,528"
ITL3,TLK13,Gloucestershire CC,"555,718","561,021","564,582","564,999","566,445","569,281","572,641","576,908","580,702","585,415","587,610","590,480","594,097","598,289","601,301","605,213","611,331","617,671","624,076","629,712","634,653","638,676","640,572","646,485","652,409"
ITL3,TLK14,Swindon,"177,804","179,329","179,613","180,129","182,110","184,368","186,390","189,684","192,345","196,942","201,521","204,371","206,939","209,709","212,801","215,994","218,998","221,805","224,498","227,680","230,174","231,934","232,574","233,760","235,657"
ITL3,TLK15,Wiltshire,"422,136","425,242","428,251","433,508","438,386","442,633","445,632","448,670","453,041","458,840","464,007","466,711","470,199","474,319","476,806","479,505","484,344","488,377","492,706","497,177","498,703","502,985","507,047","513,240","515,885"
ITL2,TLK2,Dorset and Somerset,"1,170,852","1,175,769","1,184,602","1,192,132","1,202,336","1,208,640","1,214,470","1,223,633","1,230,959","1,244,681","1,252,911","1,257,107","1,266,686","1,276,919","1,284,879","1,292,599","1,302,733","1,312,019","1,324,288","1,332,944","1,337,827","1,342,868","1,343,544","1,354,500","1,362,024"
ITL3,TLK23,Somerset CC,"486,347","490,430","493,940","498,707","503,132","506,790","510,659","514,338","517,252","522,150","525,668","526,592","528,609","531,581","535,842","539,465","544,312","548,792","554,806","558,895","562,159","564,987","566,310","573,100","576,852"
ITL3,TLK24,"Bournemouth, Christchurch and Poole","344,485","344,425","345,785","346,829","348,717","348,483","348,506","351,616","353,901","359,462","363,158","366,948","373,760","379,441","382,465","385,483","389,727","392,499","397,066","399,374","400,064","400,182","399,564","400,155","401,898"
ITL3,TLK25,Dorset,"340,020","340,914","344,877","346,596","350,487","353,367","355,305","357,679","359,806","363,069","364,085","363,567","364,317","365,897","366,572","367,651","368,694","370,728","372,416","374,675","375,604","377,699","377,670","381,245","383,274"
ITL2,TLK3,Cornwall and Isles of Scilly,"488,031","492,588","497,473","502,077","506,814","510,734","514,020","517,308","520,248","524,250","527,306","528,616","532,022","535,984","539,660","542,275","545,966","549,572","553,439","559,091","562,127","565,793","567,075","574,219","577,694"
ITL3,TLK30,Cornwall and Isles of Scilly,"488,031","492,588","497,473","502,077","506,814","510,734","514,020","517,308","520,248","524,250","527,306","528,616","532,022","535,984","539,660","542,275","545,966","549,572","553,439","559,091","562,127","565,793","567,075","574,219","577,694"
ITL2,TLK4,Devon,"1,055,269","1,060,583","1,071,082","1,076,487","1,083,011","1,088,683","1,094,801","1,105,314","1,110,627","1,119,735","1,124,479","1,125,745","1,129,578","1,135,491","1,140,828","1,146,900","1,156,431","1,164,950","1,174,412","1,185,975","1,193,623","1,200,337","1,204,321","1,218,643","1,232,660"
ITL3,TLK41,Plymouth,"242,895","241,977","241,721","240,954","242,550","243,390","244,037","247,516","249,178","251,237","252,488","253,116","254,227","256,589","257,886","259,549","261,980","263,088","264,440","265,294","265,689","265,041","264,830","264,768","266,862"
ITL3,TLK42,Torbay,"124,926","126,311","128,475","129,965","130,521","131,238","131,937","132,178","131,857","132,172","132,070","131,641","131,443","131,193","131,806","132,920","134,217","135,052","136,172","137,329","138,100","138,754","138,695","139,440","139,479"
ITL3,TLK43,Devon CC,"687,448","692,295","700,886","705,568","709,940","714,055","718,827","725,620","729,592","736,326","739,921","740,988","743,908","747,709","751,136","754,431","760,234","766,810","773,800","783,352","789,834","796,542","800,796","814,435","826,319"
ITL1,TLL,Wales,"2,899,521","2,900,599","2,906,870","2,910,232","2,922,876","2,937,721","2,957,422","2,969,309","2,985,668","3,006,299","3,025,867","3,038,872","3,049,971","3,063,758","3,070,928","3,071,058","3,073,788","3,072,739","3,077,165","3,081,366","3,083,840","3,087,732","3,104,483","3,105,633","3,131,640"
ITL2,TLL1,West Wales and The Valleys,"1,853,497","1,852,377","1,853,044","1,854,674","1,861,745","1,871,384","1,882,823","1,887,854","1,897,140","1,908,342","1,917,774","1,922,374","1,927,348","1,933,537","1,936,363","1,933,724","1,933,880","1,931,865","1,932,100","1,930,950","1,929,696","1,930,243","1,938,895","1,936,750","1,946,063"
ITL3,TLL11,Isle of Anglesey,"67,692","67,978","67,898","67,806","67,879","68,140","68,753","69,095","69,388","69,700","69,916","69,884","69,833","69,913","69,964","69,880","69,761","69,415","68,826","68,617","68,539","68,278","68,794","68,937","69,049"
ITL3,TLL12,Gwynedd,"117,384","116,362","116,699","116,844","117,344","118,022","118,721","118,641","119,070","119,398","119,746","120,344","121,155","121,523","121,439","120,403","119,796","119,632","118,958","118,881","118,129","117,584","118,180","117,072","117,591"
ITL3,TLL13,Conwy and Denbighshire,"199,421","199,831","201,176","202,744","204,102","205,120","206,282","206,352","206,987","208,308","209,110","209,067","208,834","209,245","209,551","209,691","210,370","210,071","210,114","209,452","208,983","208,962","210,209","210,835","210,848"
ITL3,TLL14,South West Wales,"356,371","358,042","360,354","362,127","364,274","366,861","369,690","370,918","373,124","376,280","378,622","379,051","380,195","381,867","383,042","382,641","381,694","379,849","379,323","378,586","377,929","378,196","381,384","382,481","385,094"
ITL3,TLL15,Central Valleys,"291,622","290,420","288,588","288,117","287,791","288,316","289,991","290,329","291,120","291,644","292,412","292,899","292,952","293,224","294,140","293,936","294,143","294,155","294,814","295,694","296,034","296,829","297,233","296,414","297,901"
ITL3,TLL16,Gwent Valleys,"330,568","330,723","330,796","330,458","330,928","331,310","332,119","332,609","334,171","335,646","337,173","338,208","338,959","339,784","339,351","338,264","338,116","337,508","336,878","336,077","335,973","335,802","336,361","335,442","336,004"
ITL3,TLL17,Bridgend and Neath Port Talbot,"264,737","263,941","263,058","263,115","264,672","267,265","269,091","270,563","272,487","274,906","276,656","277,320","278,109","279,290","279,679","279,672","280,772","281,881","283,887","284,377","284,925","285,885","287,742","287,672","288,294"
ITL3,TLL18,Swansea,"225,702","225,080","224,475","223,463","224,755","226,350","228,176","229,347","230,793","232,460","234,139","235,601","237,311","238,691","239,197","239,237","239,228","239,354","239,300","239,266","239,184","238,707","238,992","237,897","241,282"
ITL2,TLL2,East Wales,"1,046,024","1,048,222","1,053,826","1,055,558","1,061,131","1,066,337","1,074,599","1,081,455","1,088,528","1,097,957","1,108,093","1,116,498","1,122,623","1,130,221","1,134,565","1,137,334","1,139,908","1,140,874","1,145,065","1,150,416","1,154,144","1,157,489","1,165,588","1,168,883","1,185,577"
ITL3,TLL21,Monmouthshire and Newport,"221,249","220,595","221,390","222,626","224,144","225,726","227,145","228,228","229,647","230,968","232,853","234,310","235,819","237,293","238,383","239,408","240,014","240,815","242,950","245,025","247,056","248,503","250,894","252,850","255,392"
ITL3,TLL22,Cardiff and Vale of Glamorgan,"426,898","428,264","430,719","429,365","432,300","434,226","439,200","443,878","447,408","452,928","458,503","463,818","467,837","472,121","474,787","476,440","477,663","477,861","480,064","482,725","484,290","486,939","491,511","492,315","505,581"
ITL3,TLL23,Flintshire and Wrexham,"272,439","273,731","275,583","277,169","277,542","278,090","278,686","279,139","280,436","282,079","283,872","285,280","286,089","287,736","288,249","288,767","289,422","289,253","289,520","290,206","290,831","290,491","290,984","290,197","290,713"
ITL3,TLL24,Powys,"125,438","125,632","126,134","126,398","127,145","128,295","129,568","130,210","131,037","131,982","132,865","133,090","132,878","133,071","133,146","132,719","132,809","132,945","132,531","132,460","131,967","131,556","132,199","133,521","133,891"
ITL1,TLM,Scotland,"5,077,070","5,071,950","5,062,940","5,064,200","5,066,000","5,068,500","5,084,300","5,110,200","5,133,000","5,170,000","5,202,900","5,231,900","5,262,200","5,299,900","5,313,600","5,327,700","5,347,600","5,373,000","5,404,700","5,424,800","5,438,100","5,463,300","5,466,000","5,479,900","5,447,698"
ITL2,TLM5,North Eastern Scotland,"441,870","441,870","440,360","438,850","439,510","440,530","442,510","446,260","450,810","456,860","460,850","466,040","471,160","476,110","480,470","484,840","489,450","492,310","492,030","490,600","489,030","489,880","489,840","490,120","487,240"
ITL3,TLM50,Aberdeen City and Aberdeenshire,"441,870","441,870","440,360","438,850","439,510","440,530","442,510","446,260","450,810","456,860","460,850","466,040","471,160","476,110","480,470","484,840","489,450","492,310","492,030","490,600","489,030","489,880","489,840","490,120","487,240"
ITL2,TLM6,Highlands and Islands,"436,056","435,652","434,143","433,520","434,709","438,235","442,702","447,688","451,289","455,676","460,102","462,431","465,173","467,058","466,135","467,331","467,337","468,444","469,359","469,524","469,365","469,441","468,396","472,899",[u]
ITL3,TLM61,"Caithness and Sutherland, and Ross and Cromarty","89,686","89,376","89,035","88,384","88,583","89,129","90,133","91,278","91,902","92,573","93,516","93,861","94,119","94,428","94,314","94,032","93,798","93,697","93,947","93,634","93,605","93,827","93,527","94,501",[u]
ITL3,TLM62,"Inverness and Nairn, Moray, Badenoch and Strathspey","174,280","174,983","175,375","176,595","177,957","180,136","182,248","184,892","187,509","190,506","193,839","195,458","197,485","198,876","198,605","200,233","201,168","202,975","203,951","204,289","204,376","204,768","204,812","206,504",[u]
ITL3,TLM63,"Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute","102,260","102,153","101,473","100,911","100,489","101,050","101,751","102,268","102,268","102,457","102,247","101,952","101,689","101,404","100,916","100,906","100,321","99,832","99,511","99,571","99,374","98,936","98,287","99,774",[u]
ITL3,TLM64,Na h-Eileanan Siar,"27,540","27,210","26,790","26,450","26,350","26,430","26,650","26,930","27,060","27,210","27,280","27,420","27,600","27,690","27,560","27,400","27,250","27,070","26,900","26,950","26,830","26,720","26,500","26,640","26,483"
ITL3,TLM65,Orkney Islands,"19,590","19,420","19,290","19,220","19,330","19,540","19,830","20,070","20,340","20,580","20,740","20,940","21,220","21,420","21,530","21,560","21,580","21,670","21,850","22,000","22,190","22,270","22,400","22,540","22,408"
ITL3,TLM66,Shetland Islands,"22,700","22,510","22,180","21,960","22,000","21,950","22,090","22,250","22,210","22,350","22,480","22,800","23,060","23,240","23,210","23,200","23,220","23,200","23,200","23,080","22,990","22,920","22,870","22,940","22,805"
ITL2,TLM7,Eastern Scotland,"1,785,480","1,789,710","1,794,250","1,797,270","1,799,550","1,801,040","1,808,930","1,822,520","1,834,210","1,849,920","1,863,910","1,876,490","1,891,210","1,910,240","1,920,780","1,928,450","1,939,570","1,953,570","1,970,280","1,982,530","1,991,830","2,005,240","2,009,100","2,014,400","2,002,564"
ITL3,TLM71,Angus and Dundee City,"259,470","257,530","255,460","253,830","253,180","252,780","253,270","254,940","255,860","257,240","258,780","260,000","261,470","263,400","264,000","264,390","264,870","265,110","264,790","264,990","264,790","265,520","264,640","263,840","262,290"
ITL3,TLM72,Clackmannanshire and Fife,"394,950","395,270","396,510","397,840","398,880","399,500","401,730","404,620","406,800","409,340","411,230","412,710","413,940","416,800","417,490","418,180","418,440","419,440","421,680","422,860","423,310","425,090","425,420","426,270","423,765"
